Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Direction (deg.),Wind Speed Maximum (mph),"Intermittent/Shot Snow ("")"
2018-12-17 12:00,12.69,28.8,99.9,0.006,0.007,177.8,0.019,
2018-12-17 11:00,12.73,29.04,99.9,0.006,0.008,166.7,0.019,
2018-12-17 10:00,12.67,28.43,99.9,0.006,0.008,169.8,0.019,
2018-12-17 09:00,12.61,28.31,99.9,0.006,0.007,179.7,0.019,
2018-12-17 08:00,12.59,28.19,99.9,0.006,0.008,214.8,0.019,
2018-12-17 07:00,12.59,28.43,99.9,0.006,0.008,215.8,0.025,
2018-12-17 06:00,12.59,28.31,99.9,0.006,0.007,223.6,0.012,
2018-12-17 05:00,12.59,28.43,99.9,0.006,0.008,222.3,0.025,
2018-12-17 04:00,12.59,28.31,100.0,0.006,0.007,220.1,0.012,
2018-12-17 03:00,12.6,28.43,99.9,0.006,0.007,225.4,0.012,
2018-12-17 02:00,12.59,28.68,99.9,0.006,0.007,223.8,0.012,
2018-12-17 01:00,12.6,28.43,99.9,0.006,0.006,223.2,0.012,
2018-12-17 00:00,12.59,29.04,99.9,0.006,0.008,227.1,0.019,
2018-12-16 23:00,12.6,29.41,99.9,0.006,0.007,210.7,0.019,
2018-12-16 22:00,12.6,30.03,99.9,0.006,0.007,238.3,0.012,
2018-12-16 21:00,12.59,30.64,99.9,0.006,0.007,247.0,0.012,
2018-12-16 20:00,12.6,30.15,100.0,0.006,0.007,233.0,0.012,
2018-12-16 19:00,12.6,30.15,99.9,0.006,0.007,235.8,0.012,
2018-12-16 18:00,12.6,30.03,99.9,0.0,0.006,219.4,0.019,
2018-12-16 17:00,12.6,30.03,99.9,0.006,0.006,226.7,0.019,
2018-12-16 16:00,12.6,28.92,99.9,0.006,0.007,234.6,0.019,
2018-12-16 15:00,12.6,29.53,99.9,0.0,0.006,176.2,0.012,
2018-12-16 14:00,12.6,29.66,99.9,0.006,0.007,164.1,0.012,
2018-12-16 13:00,12.62,29.53,99.9,0.006,0.007,148.5,0.019,
2018-12-16 12:00,12.61,28.92,100.0,0.006,5.588,149.0,9.4,
2018-12-16 11:00,12.62,28.55,99.9,1.869,6.253,143.5,9.65,
2018-12-16 10:00,12.63,28.43,99.9,4.664,7.379,134.1,9.91,
2018-12-16 09:00,12.6,27.57,99.9,4.068,6.446,133.1,8.07,
2018-12-16 08:00,12.6,26.84,99.9,4.931,6.451,137.1,8.33,
2018-12-16 07:00,12.61,26.22,99.9,5.061,6.71,133.8,8.55,
2018-12-16 06:00,12.62,25.73,99.9,5.285,7.112,136.4,10.16,
2018-12-16 05:00,12.61,25.49,99.9,4.775,7.197,132.4,8.89,
2018-12-16 04:00,12.62,25.37,99.9,6.067,8.24,132.4,10.34,
2018-12-16 03:00,12.62,25.0,97.7,5.986,8.99,138.2,11.95,
2018-12-16 02:00,12.62,24.26,95.7,4.123,8.62,139.0,12.92,
2018-12-16 01:00,12.62,23.53,95.0,6.732,9.07,138.7,12.83,
2018-12-16 00:00,12.63,23.4,95.0,7.409,10.58,136.3,13.58,
2018-12-15 23:00,12.64,23.4,95.1,8.35,11.81,134.5,15.1,
2018-12-15 22:00,12.65,23.4,95.0,8.19,13.44,141.3,16.93,
2018-12-15 21:00,12.65,23.04,94.8,9.81,14.45,139.6,19.97,
2018-12-15 20:00,12.67,22.91,94.7,11.58,14.41,134.1,19.11,
2018-12-15 19:00,12.68,22.54,94.5,7.626,11.31,125.9,14.89,
2018-12-15 18:00,12.72,22.54,94.4,6.241,10.71,129.8,15.04,
2018-12-15 17:00,12.74,22.42,94.2,7.042,11.0,131.5,15.85,
2018-12-15 16:00,12.79,22.42,94.2,7.582,10.62,130.6,13.64,
2018-12-15 15:00,12.85,22.42,94.3,6.005,9.24,131.0,12.43,
2018-12-15 14:00,12.97,22.54,94.4,5.974,9.99,137.9,12.41,
2018-12-15 13:00,13.05,22.91,94.8,6.583,9.6,128.3,13.07,
2018-12-15 12:00,13.19,22.91,95.0,6.788,8.89,135.5,11.41,
2018-12-15 11:00,13.31,23.28,95.0,5.434,8.77,140.6,11.02,
2018-12-15 10:00,12.87,22.54,94.5,0.006,5.928,149.1,10.06,
2018-12-15 09:00,12.67,22.05,94.3,1.161,5.946,169.2,9.35,
2018-12-15 08:00,12.66,21.68,94.0,0.789,5.72,160.7,9.74,
2018-12-15 07:00,12.67,21.92,94.1,0.006,3.096,239.6,7.52,
2018-12-15 06:00,12.67,21.3,93.9,2.012,5.054,232.5,9.63,
2018-12-15 05:00,12.67,22.03,94.1,1.59,6.051,227.1,10.8,
2018-12-15 04:00,12.67,22.03,94.3,2.341,6.919,218.4,11.64,
2018-12-15 03:00,12.68,22.65,94.4,2.9,6.868,216.9,9.66,
2018-12-15 02:00,12.68,22.4,94.6,5.167,8.46,215.8,11.17,
2018-12-15 01:00,12.68,22.52,94.6,5.527,8.67,226.6,12.17,
2018-12-15 00:00,12.69,22.4,94.6,4.092,9.16,228.7,12.32,
2018-12-14 23:00,12.69,22.64,94.5,3.521,9.47,231.6,15.61,
2018-12-14 22:00,12.69,23.49,95.9,6.371,11.77,229.0,18.35,
2018-12-14 21:00,12.7,25.33,99.9,3.484,10.25,222.0,15.47,
2018-12-14 20:00,12.69,26.3,99.9,3.484,10.9,217.4,18.83,
2018-12-14 19:00,12.7,28.02,86.3,4.968,14.17,201.9,27.88,
2018-12-14 18:00,12.71,28.02,83.1,0.764,12.51,153.4,22.77,
2018-12-14 17:00,12.71,25.68,83.2,2.565,8.01,138.1,14.17,
2018-12-14 16:00,12.71,28.5,74.21,4.782,9.27,103.9,12.4,
2018-12-14 15:00,12.74,26.66,80.9,4.508,8.36,116.5,12.84,
2018-12-14 14:00,12.82,26.91,82.4,2.72,9.24,111.4,14.99,
2018-12-14 13:00,12.76,28.38,74.34,6.843,11.73,108.4,15.5,
2018-12-14 12:00,12.76,28.63,71.29,7.918,13.25,100.6,17.75,
2018-12-14 11:00,12.73,27.89,71.76,6.396,13.07,96.6,16.91,
2018-12-14 10:00,12.72,29.61,65.57,10.93,15.23,106.3,19.38,
2018-12-14 09:00,12.71,30.35,58.96,11.76,15.82,112.5,19.98,
2018-12-14 08:00,12.71,30.47,58.21,13.17,17.65,124.7,22.38,
2018-12-14 07:00,12.72,32.43,46.09,13.46,21.44,141.1,25.26,
2018-12-14 06:00,12.72,31.33,54.13,13.07,16.92,140.0,21.03,
2018-12-14 05:00,12.72,31.08,57.8,12.98,17.11,142.0,20.08,
2018-12-14 04:00,12.72,30.71,58.89,12.58,16.59,147.4,21.8,
2018-12-14 03:00,12.72,30.59,64.89,11.03,17.3,156.2,21.31,
2018-12-14 02:00,12.73,30.47,62.09,9.59,15.5,154.9,20.17,
2018-12-14 01:00,12.73,30.35,66.86,11.48,15.48,160.6,18.98,
2018-12-14 00:00,12.73,30.84,65.02,10.04,16.8,180.3,24.13,
2018-12-13 23:00,12.73,30.09,76.31,11.38,15.56,157.8,18.8,
2018-12-13 22:00,12.73,29.6,83.8,11.82,15.1,157.2,18.44,
2018-12-13 21:00,12.73,30.95,88.6,8.66,14.15,171.7,18.44,
2018-12-13 20:00,12.73,32.17,99.9,7.278,10.64,175.5,16.12,
2018-12-13 19:00,12.73,32.05,100.0,5.142,9.04,206.0,13.96,
2018-12-13 18:00,12.72,32.05,99.9,5.471,9.59,210.6,14.94,
2018-12-13 17:00,12.73,31.56,99.9,4.186,8.14,212.8,12.9,
2018-12-13 16:00,12.73,31.79,99.9,2.751,7.245,220.2,11.9,
2018-12-13 15:00,12.74,31.67,100.0,0.006,6.002,200.5,16.13,
2018-12-13 14:00,12.76,31.3,99.9,0.006,0.01,190.9,0.025,
2018-12-13 13:00,12.75,30.69,99.9,0.006,0.014,201.9,0.043,
2018-12-13 12:00,12.75,28.85,100.0,0.006,0.011,204.2,0.025,
2018-12-13 11:00,12.82,29.23,99.9,0.006,0.01,209.9,0.025,
2018-12-13 10:00,12.77,28.87,99.8,0.0,0.008,216.4,0.019,
2018-12-13 09:00,12.72,28.87,99.9,0.006,0.009,227.8,0.025,
2018-12-13 08:00,12.72,29.73,100.0,0.006,0.01,233.3,0.031,
2018-12-13 07:00,12.72,30.1,99.9,0.006,0.008,233.6,0.019,
2018-12-13 06:00,12.72,29.12,99.9,0.006,0.01,233.4,0.019,
2018-12-13 05:00,12.73,28.75,99.9,0.006,0.016,224.9,0.037,
2018-12-13 04:00,12.73,27.77,99.9,0.006,0.016,227.7,0.037,
2018-12-13 03:00,12.73,26.67,100.0,0.006,0.02,209.6,0.056,
2018-12-13 02:00,12.73,26.42,99.9,0.006,0.025,201.7,0.043,
2018-12-13 01:00,12.73,25.93,99.9,0.006,0.021,184.9,0.043,
2018-12-13 00:00,12.73,25.2,96.5,0.006,0.016,212.6,0.043,
2018-12-12 23:00,12.72,26.05,100.0,0.006,0.008,214.2,0.019,
2018-12-12 22:00,12.73,25.81,100.0,0.006,0.009,212.2,0.025,
2018-12-12 21:00,12.73,26.55,99.9,0.006,0.008,236.2,0.025,
2018-12-12 20:00,12.73,26.3,99.9,0.006,0.007,236.1,0.019,
2018-12-12 19:00,12.73,25.81,99.9,0.006,0.008,233.8,0.025,
2018-12-12 18:00,12.73,25.57,99.9,0.006,0.008,225.9,0.019,
2018-12-12 17:00,12.73,25.2,98.4,0.006,0.01,247.0,0.031,
2018-12-12 16:00,12.73,24.71,96.5,0.006,0.009,238.5,0.019,
2018-12-12 15:00,12.74,23.85,96.1,0.006,0.009,239.6,0.025,
2018-12-12 14:00,12.76,23.97,94.8,0.006,0.009,246.3,0.031,
2018-12-12 13:00,12.75,24.71,96.3,0.006,0.013,240.1,0.037,
2018-12-12 12:00,12.75,24.46,95.7,0.006,0.009,232.2,0.019,
2018-12-12 11:00,12.76,23.48,95.2,0.006,0.008,235.0,0.037,
2018-12-12 10:00,12.73,23.73,94.6,0.006,0.008,238.4,0.019,
2018-12-12 09:00,12.72,22.87,94.7,0.006,0.009,237.2,0.025,
2018-12-12 08:00,12.71,22.87,94.6,0.006,0.008,258.8,0.037,
2018-12-12 07:00,12.72,22.5,94.6,0.006,0.007,277.8,0.019,
2018-12-12 06:00,12.72,22.75,94.6,0.006,0.007,274.8,0.019,
2018-12-12 05:00,12.73,23.61,95.0,0.0,0.007,274.9,0.012,
2018-12-12 04:00,12.72,24.09,95.9,0.006,0.007,276.3,0.012,
2018-12-12 03:00,12.73,24.21,96.6,0.0,0.007,280.7,0.019,
2018-12-12 02:00,12.73,24.57,96.9,0.0,0.007,257.3,0.019,
2018-12-12 01:00,12.73,25.19,98.4,0.006,0.007,258.1,0.019,
2018-12-12 00:00,12.73,24.57,98.0,0.006,0.007,260.5,0.019,
2018-12-11 23:00,12.73,24.81,97.1,0.0,0.006,306.4,0.012,
2018-12-11 22:00,12.74,26.52,100.0,0.006,0.008,252.7,0.012,
2018-12-11 21:00,12.74,26.4,100.0,0.006,0.007,232.4,0.019,
2018-12-11 20:00,12.74,27.63,99.9,0.006,0.01,233.8,0.031,
2018-12-11 19:00,12.74,28.48,100.0,0.006,0.009,238.4,0.025,
2018-12-11 18:00,12.74,28.24,100.0,0.006,0.009,240.9,0.019,
2018-12-11 17:00,12.74,29.34,100.0,0.006,0.009,225.8,0.031,
2018-12-11 16:00,12.74,30.69,100.0,0.006,10.38,224.9,17.43,
2018-12-11 15:00,12.74,31.79,99.9,4.453,10.48,225.1,16.87,
2018-12-11 14:00,12.75,31.67,100.0,5.906,12.0,224.2,21.11,
2018-12-11 13:00,12.76,31.06,100.0,7.371,14.29,230.6,24.22,
2018-12-11 12:00,12.79,31.3,99.9,6.347,13.12,229.1,20.96,
2018-12-11 11:00,12.77,29.95,100.0,6.831,11.02,238.2,18.18,
2018-12-11 10:00,12.78,27.51,100.0,5.918,10.14,237.5,14.69,
2018-12-11 09:00,12.76,27.51,100.0,6.85,8.06,218.1,9.03,
2018-12-11 08:00,12.75,26.65,99.9,3.943,7.335,192.6,9.73,
2018-12-11 07:00,12.75,23.71,98.0,5.179,7.8,167.6,9.28,
2018-12-11 06:00,12.75,23.83,95.1,5.08,7.169,160.1,8.64,
2018-12-11 05:00,12.75,24.93,97.5,6.024,7.84,149.4,9.32,
2018-12-11 04:00,12.75,24.32,95.8,5.695,7.35,153.0,8.84,
2018-12-11 03:00,12.75,24.69,97.2,3.62,6.188,151.2,7.912,
2018-12-11 02:00,12.76,24.56,96.9,3.521,6.351,159.1,8.47,
2018-12-11 01:00,12.76,25.18,97.5,2.906,5.399,168.5,7.924,
2018-12-11 00:00,12.76,25.54,99.2,4.235,5.81,177.4,7.197,
2018-12-10 23:00,12.76,26.16,99.9,2.658,5.071,213.2,6.924,
2018-12-10 22:00,12.76,26.53,99.9,1.41,5.269,239.3,8.24,
2018-12-10 21:00,12.76,26.28,99.9,3.496,5.976,241.2,9.02,
2018-12-10 20:00,12.76,25.79,99.9,0.441,4.725,234.9,8.4,
2018-12-10 19:00,12.78,25.18,98.9,2.813,6.093,248.2,8.71,
2018-12-10 18:00,12.8,24.57,96.7,3.366,7.04,256.0,10.12,
2018-12-10 17:00,12.83,24.44,96.7,4.31,8.58,259.0,14.98,
2018-12-10 16:00,12.9,26.4,100.0,3.086,5.746,249.8,9.05,
2018-12-10 15:00,13.03,26.03,100.0,3.807,6.912,252.6,14.64,
2018-12-10 14:00,13.25,26.16,100.0,3.937,8.18,251.7,14.74,
2018-12-10 13:00,13.2,27.87,99.9,1.484,5.609,255.4,14.26,
2018-12-10 12:00,13.29,27.01,100.0,4.533,6.916,250.8,12.07,
2018-12-10 11:00,13.05,26.03,100.0,0.019,7.474,256.0,13.52,
2018-12-10 10:00,12.99,26.28,100.0,4.602,9.22,252.0,15.46,
2018-12-10 09:00,12.86,26.4,99.9,4.477,8.65,251.0,13.89,
2018-12-10 08:00,12.8,26.4,100.0,3.645,7.787,254.2,14.35,
2018-12-10 07:00,12.81,26.65,100.0,4.322,8.14,254.3,14.19,
2018-12-10 06:00,12.8,27.14,99.8,3.099,8.74,253.4,16.38,
2018-12-10 05:00,12.8,27.38,99.9,5.055,7.853,254.1,11.82,
2018-12-10 04:00,12.81,27.38,100.0,5.483,8.64,256.6,14.97,
2018-12-10 03:00,12.81,27.75,100.0,2.77,6.653,249.1,11.74,
2018-12-10 02:00,12.81,27.5,100.0,1.894,6.905,255.6,11.5,
2018-12-10 01:00,12.81,27.26,100.0,2.074,7.178,246.2,13.83,
2018-12-10 00:00,12.81,27.63,100.0,2.807,6.295,252.2,10.64,
2018-12-09 23:00,12.81,26.53,100.0,3.788,8.61,239.2,12.54,
2018-12-09 22:00,12.82,24.08,95.8,8.51,10.15,214.1,12.13,
2018-12-09 21:00,12.82,23.59,95.2,8.14,10.04,158.9,12.7,
2018-12-09 20:00,12.83,21.88,93.5,6.819,10.46,133.6,12.88,
2018-12-09 19:00,12.83,23.23,94.5,9.0,11.7,122.7,15.48,
2018-12-09 18:00,12.84,21.88,94.6,9.84,12.84,118.3,15.16,
2018-12-09 17:00,12.85,22.74,94.3,10.31,12.84,115.7,15.18,
2018-12-09 16:00,12.89,22.49,94.5,10.84,13.54,114.2,16.76,
2018-12-09 15:00,12.99,22.86,94.5,9.69,12.14,120.3,14.31,
2018-12-09 14:00,13.13,22.73,94.7,8.97,11.91,128.1,16.52,
2018-12-09 13:00,13.15,23.22,94.5,9.85,13.88,117.5,18.44,
2018-12-09 12:00,12.98,23.35,95.1,9.46,12.48,120.7,15.58,
2018-12-09 11:00,12.99,23.72,95.7,11.1,13.87,121.3,17.75,
2018-12-09 10:00,12.9,23.23,94.7,12.87,15.93,122.7,21.94,
2018-12-09 09:00,12.88,23.59,95.0,12.22,17.51,122.5,22.78,
2018-12-09 08:00,12.84,23.96,96.7,12.22,16.03,129.1,19.54,
2018-12-09 07:00,12.85,23.84,97.8,12.08,15.91,125.1,19.49,
2018-12-09 06:00,12.85,24.21,98.8,12.93,16.46,123.7,20.82,
2018-12-09 05:00,12.85,23.59,96.6,12.66,16.06,121.1,19.32,
2018-12-09 04:00,12.85,23.84,96.9,9.87,14.56,113.6,17.94,
2018-12-09 03:00,12.87,24.45,97.4,9.91,13.53,116.8,15.94,
2018-12-09 02:00,12.87,23.59,95.6,12.15,14.88,114.4,18.94,
2018-12-09 01:00,12.87,23.35,95.0,12.82,15.42,119.8,18.21,
2018-12-09 00:00,12.89,23.23,97.6,9.16,13.25,123.4,18.51,
2018-12-08 23:00,12.91,23.1,97.3,9.9,15.56,123.3,18.76,
2018-12-08 22:00,12.93,22.36,99.9,14.91,20.31,117.0,23.68,
2018-12-08 21:00,12.95,22.48,97.0,14.46,19.16,116.4,23.41,
2018-12-08 20:00,12.97,22.73,99.9,17.29,20.33,111.0,22.37,
2018-12-08 19:00,13.0,24.32,100.0,14.72,17.74,112.7,19.83,
2018-12-08 18:00,13.02,22.85,96.3,12.64,16.81,114.0,18.9,
2018-12-08 17:00,13.06,23.22,96.0,11.46,15.97,120.6,19.15,
2018-12-08 16:00,13.17,25.05,99.8,10.66,14.24,119.6,17.99,
2018-12-08 15:00,13.42,26.77,95.8,10.43,13.41,112.9,15.98,
2018-12-08 14:00,13.47,27.01,95.4,9.03,11.19,115.0,13.63,
2018-12-08 13:00,13.51,26.65,92.0,8.08,10.8,115.2,13.03,
2018-12-08 12:00,13.55,27.14,92.9,9.56,12.57,114.6,15.74,
2018-12-08 11:00,13.42,26.4,91.1,9.18,12.26,114.8,14.92,
2018-12-08 10:00,13.35,26.77,92.8,11.15,12.29,124.3,14.28,
2018-12-08 09:00,12.91,26.77,90.7,10.17,11.29,122.4,12.95,
2018-12-08 08:00,12.88,26.77,87.7,8.09,10.68,116.0,12.53,
2018-12-08 07:00,12.87,26.03,87.1,10.26,12.06,122.4,14.51,
2018-12-08 06:00,12.87,25.67,87.7,5.148,10.32,129.9,14.03,
2018-12-08 05:00,12.88,27.14,83.3,0.317,3.79,181.0,5.657,
2018-12-08 04:00,12.88,25.79,83.9,0.373,5.255,226.8,8.87,
2018-12-08 03:00,12.89,25.79,83.1,2.937,6.259,238.2,10.07,
2018-12-08 02:00,12.89,24.94,82.4,0.087,6.046,125.4,10.69,
2018-12-08 01:00,12.9,23.96,82.4,9.84,11.9,107.6,14.49,
2018-12-08 00:00,12.92,25.68,76.45,9.82,11.32,106.4,12.67,
2018-12-07 23:00,12.93,26.66,75.29,5.086,8.38,133.8,10.92,
2018-12-07 22:00,12.95,26.78,78.08,3.037,5.483,172.4,8.31,
2018-12-07 21:00,12.98,26.17,78.76,3.465,6.068,200.5,9.18,
2018-12-07 20:00,13.0,25.07,84.3,7.719,9.9,243.0,13.13,
2018-12-07 19:00,13.03,24.22,91.9,9.94,11.41,235.2,14.21,
2018-12-07 18:00,13.07,23.11,94.1,8.81,10.98,233.1,12.97,
2018-12-07 17:00,13.16,21.15,93.1,7.539,10.94,224.0,13.18,
2018-12-07 16:00,13.51,21.4,93.1,5.577,8.68,204.9,11.23,
2018-12-07 15:00,13.89,19.68,92.7,5.03,7.278,171.6,10.8,
2018-12-07 14:00,13.92,17.61,91.8,5.372,8.45,117.9,11.91,
2018-12-07 13:00,13.96,15.66,90.7,8.76,10.84,109.3,13.07,
2018-12-07 12:00,14.03,14.68,89.9,9.76,12.32,117.9,14.75,
2018-12-07 11:00,14.07,13.71,89.7,10.99,13.08,122.8,15.54,
2018-12-07 10:00,14.09,13.0,89.4,9.19,12.55,133.3,15.84,
2018-12-07 09:00,13.84,12.52,89.2,9.27,13.5,130.3,17.28,
2018-12-07 08:00,12.85,11.17,89.0,11.3,14.38,132.7,17.59,
2018-12-07 07:00,12.78,11.41,89.1,12.67,16.3,126.4,18.87,
2018-12-07 06:00,12.79,10.8,89.2,13.54,16.14,131.2,19.07,
2018-12-07 05:00,12.81,10.92,89.4,15.62,18.84,123.6,23.02,
2018-12-07 04:00,12.82,10.8,90.2,15.82,20.21,118.6,25.83,
2018-12-07 03:00,12.83,12.52,81.7,18.77,22.22,116.6,25.27,
2018-12-07 02:00,12.86,12.88,81.1,17.86,21.55,120.1,25.57,
2018-12-07 01:00,12.88,13.0,79.68,17.34,21.28,120.7,24.28,
2018-12-07 00:00,12.9,13.12,79.27,17.33,22.37,120.3,26.8,
2018-12-06 23:00,12.92,14.1,77.9,17.03,20.74,122.2,25.31,
2018-12-06 22:00,12.94,13.73,82.9,17.28,20.77,122.7,26.14,
2018-12-06 21:00,12.96,13.24,87.2,16.05,19.51,121.8,22.96,
2018-12-06 20:00,12.99,12.87,88.7,16.51,19.11,121.7,22.88,
2018-12-06 19:00,13.04,13.12,89.1,15.04,18.17,122.3,23.14,
2018-12-06 18:00,13.1,13.0,89.6,13.1,16.18,127.8,21.29,
2018-12-06 17:00,13.34,13.37,89.9,13.36,15.82,134.4,18.79,
2018-12-06 16:00,14.03,13.49,90.1,12.81,15.18,134.0,17.6,
2018-12-06 15:00,14.18,14.59,89.9,9.97,13.09,138.4,15.52,
2018-12-06 14:00,14.18,15.21,90.2,8.91,12.65,139.2,16.22,
2018-12-06 13:00,14.18,15.33,90.2,8.53,12.07,139.1,16.02,
2018-12-06 12:00,14.14,14.96,90.2,8.24,11.46,138.6,14.42,
2018-12-06 11:00,14.17,14.1,89.8,6.949,10.98,138.6,13.59,
2018-12-06 10:00,14.15,13.49,89.3,8.9,11.89,137.0,14.65,
2018-12-06 09:00,14.12,12.39,89.2,12.3,13.84,128.5,15.8,
2018-12-06 08:00,12.99,11.17,89.0,12.54,14.4,129.8,16.68,
2018-12-06 07:00,12.83,11.04,89.1,11.08,13.41,131.2,15.61,
2018-12-06 06:00,12.84,11.04,89.2,11.46,12.92,133.7,16.2,
2018-12-06 05:00,12.86,11.16,89.6,10.2,12.98,137.2,15.28,
2018-12-06 04:00,12.87,11.4,88.8,12.89,15.93,133.3,19.68,
2018-12-06 03:00,12.89,11.28,89.2,11.01,13.52,137.5,16.8,
2018-12-06 02:00,12.9,11.28,90.0,10.33,13.57,138.9,16.64,
2018-12-06 01:00,12.92,11.03,89.8,10.75,13.72,138.5,19.13,
2018-12-06 00:00,12.94,11.03,90.2,11.61,15.58,134.0,21.74,
2018-12-05 23:00,12.95,11.03,89.2,14.57,18.07,131.2,23.48,
2018-12-05 22:00,12.98,11.16,90.2,14.8,18.61,125.3,24.43,
2018-12-05 21:00,13.0,11.89,86.7,16.16,21.78,120.1,27.13,
2018-12-05 20:00,13.03,13.73,79.81,18.95,23.04,115.0,27.3,
2018-12-05 19:00,13.06,13.98,80.5,19.05,22.01,115.5,24.63,
2018-12-05 18:00,13.11,14.71,81.9,18.22,20.38,114.9,22.9,
2018-12-05 17:00,13.34,14.59,88.3,14.71,17.48,116.8,21.46,
2018-12-05 16:00,13.88,14.83,92.4,11.36,14.35,128.6,18.32,
2018-12-05 15:00,14.15,15.94,90.6,10.62,12.36,131.8,14.48,
2018-12-05 14:00,14.15,16.92,90.2,9.07,11.4,130.3,13.98,
2018-12-05 13:00,14.11,17.17,89.7,9.71,11.66,129.4,13.23,
2018-12-05 12:00,14.13,16.68,91.1,10.43,13.95,125.8,18.33,
2018-12-05 11:00,14.1,16.31,87.0,15.12,19.43,111.6,24.98,
2018-12-05 10:00,14.1,17.05,79.67,19.36,22.36,110.2,27.11,
2018-12-05 09:00,14.09,17.54,66.31,19.95,24.44,106.0,27.31,
2018-12-05 08:00,13.25,18.64,57.18,20.18,23.4,102.6,27.53,
2018-12-05 07:00,12.87,15.21,87.9,17.41,20.52,106.1,24.46,
2018-12-05 06:00,12.89,13.49,90.4,15.67,20.33,108.8,23.71,
2018-12-05 05:00,12.9,13.37,91.2,18.52,21.57,106.2,24.73,
2018-12-05 04:00,12.91,13.61,92.6,16.72,20.49,112.6,23.03,
2018-12-05 03:00,12.93,13.86,92.3,12.29,16.5,98.8,21.0,
2018-12-05 02:00,12.94,15.57,84.3,15.39,19.1,109.4,21.45,
2018-12-05 01:00,12.95,18.64,61.13,12.33,15.73,102.3,21.17,
2018-12-05 00:00,12.97,20.24,55.21,12.64,16.49,103.9,21.7,
2018-12-04 23:00,12.98,23.18,45.39,12.51,13.8,91.5,15.24,
2018-12-04 22:00,13.0,22.44,41.57,0.006,12.48,102.6,18.9,
2018-12-04 21:00,13.01,20.96,54.59,0.0,0.006,107.0,0.012,
2018-12-04 20:00,13.03,22.19,49.68,0.006,0.007,104.8,0.019,
2018-12-04 19:00,13.06,19.86,61.6,0.0,0.006,106.6,0.012,
2018-12-04 18:00,13.11,19.61,68.35,0.006,0.006,108.6,0.012,
2018-12-04 17:00,13.32,19.85,74.75,0.006,0.006,102.6,0.012,
2018-12-04 16:00,14.07,19.12,83.3,0.0,0.006,100.5,0.006,
2018-12-04 15:00,14.07,19.0,90.1,0.006,0.006,117.9,0.006,
2018-12-04 14:00,14.07,19.49,90.7,0.006,0.006,121.0,0.006,
2018-12-04 13:00,14.07,20.22,89.3,0.006,0.006,131.3,0.012,
2018-12-04 12:00,14.08,19.73,90.5,0.006,0.006,129.7,0.006,
2018-12-04 11:00,14.04,19.0,91.9,0.006,0.007,133.6,0.019,
2018-12-04 10:00,14.05,18.63,92.3,0.006,0.007,128.0,0.019,
2018-12-04 09:00,13.91,17.41,90.8,0.006,0.007,134.7,0.019,
2018-12-04 08:00,12.97,16.43,91.0,0.006,0.008,132.8,0.019,
2018-12-04 07:00,12.84,15.69,90.6,0.006,0.007,137.5,0.019,
2018-12-04 06:00,12.85,15.81,90.6,0.006,0.008,138.2,0.019,
2018-12-04 05:00,12.86,15.69,90.9,0.006,0.009,143.3,0.025,
2018-12-04 04:00,12.88,15.93,91.5,0.006,0.008,151.3,0.019,
2018-12-04 03:00,12.9,16.3,92.1,0.006,0.007,149.9,0.019,
2018-12-04 02:00,12.91,16.66,92.2,0.006,0.007,145.5,0.019,
2018-12-04 01:00,12.92,16.78,91.8,0.006,0.008,147.0,0.025,
2018-12-04 00:00,12.94,17.27,91.7,0.006,0.008,141.8,0.019,
2018-12-03 23:00,12.95,17.27,92.3,0.006,0.007,142.8,0.019,
2018-12-03 22:00,12.97,17.52,92.3,0.006,0.008,152.0,0.019,
2018-12-03 21:00,12.99,18.01,93.2,0.006,0.008,143.2,0.025,
2018-12-03 20:00,13.01,18.38,93.7,0.006,0.008,135.3,0.019,
2018-12-03 19:00,13.03,18.62,93.3,0.006,0.009,134.1,0.025,
2018-12-03 18:00,13.06,18.74,94.3,0.006,0.007,137.8,0.012,
2018-12-03 17:00,13.1,18.99,94.5,0.006,0.007,139.9,0.019,
2018-12-03 16:00,13.28,19.36,92.6,0.006,0.01,147.2,0.031,
2018-12-03 15:00,13.5,20.09,94.6,0.006,0.007,156.8,0.019,
2018-12-03 14:00,13.82,21.2,94.2,0.006,0.006,165.3,0.012,
2018-12-03 13:00,13.96,21.81,93.4,0.006,0.007,168.4,0.019,
2018-12-03 12:00,13.96,20.95,94.3,0.006,0.006,158.0,0.012,
2018-12-03 11:00,14.03,21.57,93.3,0.006,0.006,146.9,0.012,
2018-12-03 10:00,14.01,22.55,92.5,0.006,0.007,139.8,0.012,
2018-12-03 09:00,14.04,22.19,89.1,0.006,0.007,128.6,0.019,
2018-12-03 08:00,12.9,20.48,90.0,0.006,0.009,131.8,0.025,
2018-12-03 07:00,12.7,20.47,87.7,0.006,0.01,138.5,0.031,
2018-12-03 06:00,12.71,20.23,87.4,0.006,0.009,157.5,0.043,
2018-12-03 05:00,12.71,20.59,89.5,0.006,0.01,203.7,0.031,
2018-12-03 04:00,12.72,20.72,89.6,0.006,0.011,228.6,0.031,
2018-12-03 03:00,12.74,20.72,88.2,0.006,0.01,210.5,0.025,
2018-12-03 02:00,12.76,20.35,90.0,0.006,0.008,201.1,0.025,
